eyesight,aggression,speed,strength,stamina,eyesight_bin,aggression_bin,speed_bin,strength_bin,stamina_bin
0.0,0.0,0.0,0.0,0.42857142857142855,Low,Low,Low,Low,Medium
0.5714285714285714,0.0,1.0,0.4666666666666667,0.9285714285714286,Medium,Low,High,Medium,High
0.8571428571428571,0.0,1.0,0.3333333333333333,0.2857142857142857,High,Low,High,Medium,Low
0.5714285714285714,0.14285714285714285,0.6666666666666666,0.4666666666666667,0.8571428571428571,Medium,Low,High,Medium,High
0.42857142857142855,0.0,1.0,0.5333333333333333,0.9285714285714286,Medium,Low,High,Medium,High
0.8571428571428571,0.42857142857142855,1.0,0.2,0.5714285714285714,High,Medium,High,Low,Medium
0.5714285714285714,0.0,1.0,0.4666666666666667,0.8571428571428571,Medium,Low,High,Medium,High
0.8571428571428571,0.0,1.0,0.3333333333333333,0.2857142857142857,High,Low,High,Medium,Low
0.42857142857142855,0.0,1.0,0.5333333333333333,0.9285714285714286,Medium,Low,High,Medium,High
0.0,0.0,0.0,0.06666666666666667,0.42857142857142855,Low,Low,Low,Low,Medium
0.5714285714285714,0.0,1.0,0.4666666666666667,0.9285714285714286,Medium,Low,High,Medium,High
0.8571428571428571,0.42857142857142855,1.0,0.06666666666666667,0.5714285714285714,High,Medium,High,Low,Medium
0.7142857142857143,0.2857142857142857,1.0,0.3333333333333333,0.2857142857142857,High,Low,High,Medium,Low
0.8571428571428571,0.42857142857142855,1.0,0.06666666666666667,0.5,High,Medium,High,Low,Medium
0.5714285714285714,0.0,0.6666666666666666,0.4666666666666667,0.8571428571428571,Medium,Low,High,Medium,High
0.8571428571428571,0.0,1.0,0.26666666666666666,0.2857142857142857,High,Low,High,Low,Low
0.7142857142857143,0.42857142857142855,0.6666666666666666,0.4666666666666667,0.9285714285714286,High,Medium,High,Medium,High
0.5714285714285714,0.42857142857142855,0.6666666666666666,0.4666666666666667,0.7857142857142857,Medium,Medium,High,Medium,High
0.8571428571428571,0.0,1.0,0.3333333333333333,0.2857142857142857,High,Low,High,Medium,Low
0.7142857142857143,0.2857142857142857,1.0,0.26666666666666666,0.2857142857142857,High,Low,High,Low,Low
0.5714285714285714,0.42857142857142855,0.6666666666666666,0.4666666666666667,0.9285714285714286,Medium,Medium,High,Medium,High
0.8571428571428571,0.0,1.0,0.26666666666666666,0.2857142857142857,High,Low,High,Low,Low
0.7142857142857143,0.0,1.0,0.3333333333333333,0.2857142857142857,High,Low,High,Medium,Low
0.42857142857142855,0.42857142857142855,1.0,0.4666666666666667,0.7857142857142857,Medium,Medium,High,Medium,High
0.8571428571428571,0.42857142857142855,0.3333333333333333,0.06666666666666667,0.42857142857142855,High,Medium,Medium,Low,Medium
0.8571428571428571,0.42857142857142855,1.0,0.06666666666666667,0.5714285714285714,High,Medium,High,Low,Medium
0.8571428571428571,0.0,1.0,0.26666666666666666,0.2857142857142857,High,Low,High,Low,Low
0.7142857142857143,0.0,1.0,0.4666666666666667,0.8571428571428571,High,Low,High,Medium,High
0.7142857142857143,0.0,0.6666666666666666,0.4,0.2857142857142857,High,Low,High,Medium,Low
0.7142857142857143,0.42857142857142855,0.6666666666666666,0.4666666666666667,0.9285714285714286,High,Medium,High,Medium,High
0.7142857142857143,0.14285714285714285,1.0,0.3333333333333333,0.35714285714285715,High,Low,High,Medium,Medium
0.8571428571428571,0.0,1.0,0.3333333333333333,0.42857142857142855,High,Low,High,Medium,Medium
