,eyesight,aggression,speed,strength,stamina
eyesight,1.0,0.046829290579084706,1.0,0.3202563076101742,0.2876779808912305
aggression,0.046829290579084706,1.0,0.046829290579084644,0.22496063533292382,-0.29301068778782585
speed,1.0,0.046829290579084644,1.0,0.3202563076101742,0.2876779808912305
strength,0.3202563076101742,0.22496063533292382,0.3202563076101742,1.0,-0.2706338958266163
stamina,0.2876779808912305,-0.29301068778782585,0.2876779808912305,-0.2706338958266163,1.0
